Images_name,NOSE_x,NOSE_y,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_RIGHT_x,MOUTH_RIGHT_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_PINKY_x,LEFT_PINKY_y,RIGHT_PINKY_x,RIGHT_PINKY_y,LEFT_INDEX_x,LEFT_INDEX_y,RIGHT_INDEX_x,RIGHT_INDEX_y,LEFT_THUMB_x,LEFT_THUMB_y,RIGHT_THUMB_x,RIGHT_THUMB_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_HEEL_x,LEFT_HEEL_y,RIGHT_HEEL_x,RIGHT_HEEL_y,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,States
Image_4.jpg,0.4736622273921966,0.5431700348854065,0.4367991685867309,0.4785991013050079,0.4425601959228515,0.4525850117206573,0.4487518072128296,0.4270951449871063,0.4201772212982178,0.5682684183120728,0.4152854681015014,0.6032377481460571,0.4107898473739624,0.6357448697090149,0.4795711934566498,0.3968580961227417,0.4248155355453491,0.6719300746917725,0.5323387384414673,0.5071369409561157,0.5115435123443604,0.6105363368988037,0.8006405830383301,0.3410032987594604,0.700908899307251,0.9221445918083192,,,0.6386416554450989,1.335093975067139,,,0.3922170400619507,0.679691731929779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleeping
Image_6.jpg,0.4548861384391784,0.6490715742111206,0.4064087867736816,0.5779226422309875,0.4111966490745544,0.5567144751548767,0.4159060716629028,0.5346407890319824,0.3941495418548584,0.601739764213562,0.3911033868789673,0.5973089933395386,0.3879520893096924,0.5927720665931702,0.4327398538589477,0.4252259731292724,0.4087966680526733,0.4768465459346771,0.5120603442192078,0.6073310971260071,0.5002360343933105,0.641764223575592,0.6581507921218872,0.4322818219661712,0.6577763557434082,0.2917605638504028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleeping
Image_15.jpg,0.5785977840423584,0.5838626623153687,0.5542662143707275,0.4652018547058105,0.5654186010360718,0.4301330745220184,0.5768165588378906,0.3973838686943054,0.5233079195022583,0.5538627505302429,0.5131614208221436,0.5789585113525391,0.5022835731506348,0.6001416444778442,0.619694709777832,0.3312194943428039,0.5332282781600952,0.575078010559082,0.6573826670646667,0.5591874122619629,0.6206663250923157,0.6616592407226562,,,0.8361641764640808,0.6841414570808411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleeping
Image_45.jpg,0.3089288473129272,0.4905043542385101,0.3071569800376892,0.4360786080360412,0.3171054720878601,0.4174406230449676,0.3304864466190338,0.3943021893501282,0.2859019041061401,0.476972222328186,0.2789893746376037,0.4899406135082245,0.2727715075016022,0.5023618936538696,0.360520988702774,0.3688807189464569,0.2822552919387817,0.5116337537765503,0.3468593060970306,0.4873955845832824,0.3183694183826446,0.5305076837539673,0.4579387605190277,0.3929477035999298,0.3532834351062774,0.6297917366027832,0.5042818784713745,0.2451055496931076,0.2234029173851013,0.6267920732498169,,,,,,,,,,,,,,,,,0.6460376381874084,0.6114609837532043,0.6030653715133667,0.782565176486969,0.6842599511146545,0.45318803191185,0.6509680151939392,0.8486917018890381,0.800071656703949,0.6017860174179077,,,0.8077649474143982,0.6445704698562622,,,0.8671525716781616,0.6174341440200806,,,sleeping
Image_48.jpg,0.5875666737556458,0.4027820527553558,0.5873888731002808,0.4106143414974212,0.5842195749282837,0.4184600114822387,0.5811726450920105,0.4263423085212707,0.5864806175231934,0.3891465067863464,0.582197904586792,0.3823548555374145,0.5786521434783936,0.3747820854187011,0.5325809717178345,0.4374242126941681,0.5335496664047241,0.3604572713375091,0.5465318560600281,0.4333961308002472,,,0.3806209862232208,0.4585747718811035,0.4688524603843689,0.3877556025981903,,,0.6030641198158264,0.6953046917915344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleeping
Image_65.jpg,0.2435736507177353,0.5067941546440125,,,0.2362924516201019,0.5027834177017212,0.2369674891233444,0.5006732940673828,0.2326366752386093,0.5142361521720886,0.2315374612808227,0.5194372534751892,0.2303691953420639,0.5247092247009277,0.2421915233135223,0.5099371671676636,0.2343143969774246,0.5422910451889038,0.2562560439109802,0.5106611251831055,0.255052387714386,0.5216562151908875,0.3164178133010864,0.5138553380966187,0.2693311870098114,0.5907789468765259,,,0.1787137687206268,0.6004558205604553,,,,,,,,,,,,,,,,,0.4698914289474487,0.6117507219314575,0.4525651037693023,0.6570421457290649,,,0.5613968372344971,0.6203967332839966,,,0.7391363382339478,0.6635896563529968,,,,,0.8169541954994202,0.5884400010108948,0.8080493211746216,0.6162964105606079,sleeping
Image_82.jpg,0.5206778049468994,0.3994284868240356,0.5000324249267578,0.4157083928585052,0.4984723329544067,0.4097185730934143,0.4972023665904999,0.4033582210540771,,,,,0.4865138530731201,0.4412536323070526,0.4778737127780914,0.3593816757202148,0.449117362499237,0.3947250247001648,,,,,0.5371968150138855,0.2591093778610229,0.3230857849121094,0.3240112662315368,0.6246343851089478,0.3870523571968078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleeping
Image_109.jpg,0.7751209139823914,0.3484714925289154,0.7950277328491211,0.339901328086853,0.7950124144554138,0.3406197726726532,0.7949512004852295,0.3412374854087829,0.7969476580619812,0.3449642360210418,0.7981354594230652,0.3495674729347229,0.7992527484893799,0.3540580868721008,0.7926980257034302,0.3829940557479858,0.7987933158874512,0.3998658359050751,0.7602903842926025,0.3875406086444855,0.7627270221710205,0.3939547538757324,0.7268485426902771,0.4728001654148102,0.7425926327705383,0.5737982988357544,,,,,,,,,,,,,,,,,,,,,0.5018121600151062,0.6485975980758667,0.5091540813446045,0.648135244846344,0.5747867226600647,0.2387080937623977,,,0.3871194720268249,0.3690357208251953,,,0.3759590983390808,0.4748056530952453,,,0.3088734745979309,0.3050604462623596,,,sleeping
Image_116.jpg,0.1963324844837188,0.378894567489624,0.1680677235126495,0.3579810559749603,0.1661900579929351,0.3431588113307953,0.1645255386829376,0.3304299712181091,0.1720852553844452,0.3960131108760834,0.1730622351169586,0.4056113362312317,0.17408087849617,0.4139878153800964,0.1696572005748748,0.3017316162586212,0.1817952990531921,0.4127089977264404,0.2184325456619262,0.3479408323764801,0.2250889241695404,0.3913792073726654,0.3091068863868713,0.1876640766859054,0.298410415649414,0.4299609065055847,,,,,,,,,,,,,,,,,,,,,0.6484956741333008,0.266042560338974,0.6149861216545105,0.3973079025745392,0.6570037603378296,0.5260210037231445,,,,,,,,,,,,,,,sleeping
Image_122.jpg,0.5141047239303589,0.5190029740333557,0.4669058620929718,0.418700635433197,0.4794245064258575,0.378148466348648,0.4904339015483856,0.3374093174934387,0.4236346483230591,0.5339284539222717,0.4077928066253662,0.571769654750824,0.3942327499389648,0.604467511177063,0.514866828918457,0.2829962372779846,0.3905117511749267,0.6477271318435669,0.5958298444747925,0.4813518524169922,0.5606369972229004,0.6432052254676819,0.7572527527809143,0.3118174374103546,0.6580155491828918,0.7294468879699707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleeping
